task_id,data_id,url,number_of_instances,name,default_target_attribute,ignore_attribute
3641,775,https://www.openml.org/data/download/53309/fri_c2_100_25.arff,100.0,fri_c2_100_25,binaryClass,NULL
3642,776,https://www.openml.org/data/download/53310/fri_c0_250_5.arff,250.0,fri_c0_250_5,binaryClass,NULL
3644,778,https://www.openml.org/data/download/53312/bodyfat.arff,252.0,bodyfat,binaryClass,NULL
3645,779,https://www.openml.org/data/download/53313/fri_c1_500_25.arff,500.0,fri_c1_500_25,binaryClass,NULL
3647,782,https://www.openml.org/data/download/53316/rabe_266.arff,120.0,rabe_266,binaryClass,NULL
3648,783,https://www.openml.org/data/download/53317/fri_c3_100_10.arff,100.0,fri_c3_100_10,binaryClass,NULL
3649,784,https://www.openml.org/data/download/53318/newton_hema.arff,140.0,newton_hema,binaryClass,NULL
3651,786,https://www.openml.org/data/download/53320/cleveland.arff,303.0,cleveland,binaryClass,NULL
3653,788,https://www.openml.org/data/download/53322/triazines.arff,186.0,triazines,binaryClass,NULL
3654,789,https://www.openml.org/data/download/53323/fri_c1_100_10.arff,100.0,fri_c1_100_10,binaryClass,NULL
3657,792,https://www.openml.org/data/download/53326/fri_c2_500_5.arff,500.0,fri_c2_500_5,binaryClass,NULL
3658,793,https://www.openml.org/data/download/53327/fri_c3_250_10.arff,250.0,fri_c3_250_10,binaryClass,NULL
3659,794,https://www.openml.org/data/download/53328/fri_c2_250_25.arff,250.0,fri_c2_250_25,binaryClass,NULL
3660,795,https://www.openml.org/data/download/53329/disclosure_x_tampered.arff,662.0,disclosure_x_tampered,binaryClass,NULL
3661,796,https://www.openml.org/data/download/53330/cpu.arff,209.0,cpu,binaryClass,NULL
3662,797,https://www.openml.org/data/download/53331/fri_c4_1000_50.arff,1000.0,fri_c4_1000_50,binaryClass,NULL
3663,798,https://www.openml.org/data/download/53332/cholesterol.arff,303.0,cholesterol,binaryClass,NULL
3664,799,https://www.openml.org/data/download/53333/fri_c0_1000_5.arff,1000.0,fri_c0_1000_5,binaryClass,NULL
3666,801,https://www.openml.org/data/download/53335/chscase_funds.arff,185.0,chscase_funds,binaryClass,""col_1""
3670,805,https://www.openml.org/data/download/53339/fri_c4_500_50.arff,500.0,fri_c4_500_50,binaryClass,NULL
3671,806,https://www.openml.org/data/download/53340/fri_c3_1000_50.arff,1000.0,fri_c3_1000_50,binaryClass,NULL
3673,808,https://www.openml.org/data/download/53342/fri_c0_100_10.arff,100.0,fri_c0_100_10,binaryClass,NULL
3675,810,https://www.openml.org/data/download/53344/pbc.arff,418.0,pbc,binaryClass,NULL
3676,811,https://www.openml.org/data/download/53345/rmftsa_ctoarrivals.arff,264.0,rmftsa_ctoarrivals,binaryClass,NULL
3677,812,https://www.openml.org/data/download/53346/fri_c1_100_25.arff,100.0,fri_c1_100_25,binaryClass,NULL
3678,813,https://www.openml.org/data/download/53347/fri_c3_1000_5.arff,1000.0,fri_c3_1000_5,binaryClass,NULL
3679,814,https://www.openml.org/data/download/53348/chscase_vine2.arff,468.0,chscase_vine2,binaryClass,NULL
3683,818,https://www.openml.org/data/download/53352/diggle_table_a2.arff,310.0,diggle_table_a2,binaryClass,NULL
3685,820,https://www.openml.org/data/download/53354/chatfield_4.arff,235.0,chatfield_4,binaryClass,NULL
3689,824,https://www.openml.org/data/download/53358/fri_c1_500_10.arff,500.0,fri_c1_500_10,binaryClass,NULL
3690,825,https://www.openml.org/data/download/53359/boston_corrected.arff,506.0,boston_corrected,binaryClass,NULL
3691,826,https://www.openml.org/data/download/53360/sensory.arff,576.0,sensory,binaryClass,NULL
3692,827,https://www.openml.org/data/download/53361/disclosure_x_noise.arff,662.0,disclosure_x_noise,binaryClass,NULL
3693,828,https://www.openml.org/data/download/53362/fri_c4_100_100.arff,100.0,fri_c4_100_100,binaryClass,NULL
3694,829,https://www.openml.org/data/download/53363/fri_c1_100_5.arff,100.0,fri_c1_100_5,binaryClass,NULL
3695,830,https://www.openml.org/data/download/53364/fri_c2_250_10.arff,250.0,fri_c2_250_10,binaryClass,NULL
3696,831,https://www.openml.org/data/download/53365/autoMpg.arff,398.0,autoMpg,binaryClass,NULL
3697,832,https://www.openml.org/data/download/53366/fri_c3_250_25.arff,250.0,fri_c3_250_25,binaryClass,NULL
3699,834,https://www.openml.org/data/download/53368/fri_c4_250_100.arff,250.0,fri_c4_250_100,binaryClass,NULL
3702,837,https://www.openml.org/data/download/53371/fri_c1_1000_50.arff,1000.0,fri_c1_1000_50,binaryClass,NULL
3703,838,https://www.openml.org/data/download/53372/fri_c4_500_25.arff,500.0,fri_c4_500_25,binaryClass,NULL
3704,839,https://www.openml.org/data/download/53373/kdd_el_nino-small.arff,782.0,kdd_el_nino-small,binaryClass,NULL
3705,840,https://www.openml.org/data/download/53374/autoHorse.arff,205.0,autoHorse,binaryClass,NULL
3706,841,https://www.openml.org/data/download/53375/stock.arff,950.0,stock,binaryClass,NULL
3709,844,https://www.openml.org/data/download/53378/breastTumor.arff,286.0,breastTumor,binaryClass,NULL
3710,845,https://www.openml.org/data/download/53379/fri_c0_1000_10.arff,1000.0,fri_c0_1000_10,binaryClass,NULL
3714,849,https://www.openml.org/data/download/53383/fri_c0_1000_25.arff,1000.0,fri_c0_1000_25,binaryClass,NULL
3715,850,https://www.openml.org/data/download/53384/fri_c0_100_50.arff,100.0,fri_c0_100_50,binaryClass,NULL
3716,851,https://www.openml.org/data/download/53385/tecator.arff,240.0,tecator,binaryClass,NULL
3717,852,https://www.openml.org/data/download/53386/analcatdata_gsssexsurvey.arff,159.0,analcatdata_gsssexsurvey,binaryClass,NULL
3718,853,https://www.openml.org/data/download/53387/housing.arff,506.0,boston,binaryClass,NULL
3719,854,https://www.openml.org/data/download/53388/fishcatch.arff,158.0,fishcatch,binaryClass,NULL
3720,855,https://www.openml.org/data/download/53389/fri_c4_500_10.arff,500.0,fri_c4_500_10,binaryClass,NULL
3722,858,https://www.openml.org/data/download/53392/hungarian.arff,294.0,hungarian,binaryClass,NULL
3724,860,https://www.openml.org/data/download/53394/vinnie.arff,380.0,vinnie,binaryClass,NULL
3727,863,https://www.openml.org/data/download/53397/fri_c4_250_10.arff,250.0,fri_c4_250_10,binaryClass,NULL
3729,865,https://www.openml.org/data/download/53399/analcatdata_neavote.arff,100.0,analcatdata_neavote,binaryClass,""Name""
3730,866,https://www.openml.org/data/download/53400/fri_c2_1000_50.arff,1000.0,fri_c2_1000_50,binaryClass,NULL
3731,867,https://www.openml.org/data/download/53401/visualizing_livestock.arff,130.0,visualizing_livestock,binaryClass,NULL
3732,868,https://www.openml.org/data/download/53402/fri_c4_100_25.arff,100.0,fri_c4_100_25,binaryClass,NULL
3733,869,https://www.openml.org/data/download/53403/fri_c2_500_10.arff,500.0,fri_c2_500_10,binaryClass,NULL
3734,870,https://www.openml.org/data/download/53404/fri_c1_500_5.arff,500.0,fri_c1_500_5,binaryClass,NULL
3737,873,https://www.openml.org/data/download/53407/fri_c3_250_50.arff,250.0,fri_c3_250_50,binaryClass,NULL
3739,875,https://www.openml.org/data/download/53409/analcatdata_chlamydia.arff,100.0,analcatdata_chlamydia,binaryClass,NULL
3740,876,https://www.openml.org/data/download/53410/fri_c1_100_50.arff,100.0,fri_c1_100_50,binaryClass,NULL
3741,877,https://www.openml.org/data/download/53411/fri_c2_250_50.arff,250.0,fri_c2_250_50,binaryClass,NULL
3742,878,https://www.openml.org/data/download/53412/fri_c4_100_10.arff,100.0,fri_c4_100_10,binaryClass,NULL
3743,879,https://www.openml.org/data/download/53413/fri_c2_500_25.arff,500.0,fri_c2_500_25,binaryClass,NULL
3744,880,https://www.openml.org/data/download/53414/mu284.arff,284.0,mu284,binaryClass,NULL
3747,884,https://www.openml.org/data/download/53418/fri_c0_500_5.arff,500.0,fri_c0_500_5,binaryClass,NULL
3748,885,https://www.openml.org/data/download/53419/transplant.arff,131.0,transplant,binaryClass,NULL
3749,886,https://www.openml.org/data/download/53420/no2.arff,500.0,no2,binaryClass,NULL
3751,888,https://www.openml.org/data/download/53422/fri_c0_500_50.arff,500.0,fri_c0_500_50,binaryClass,NULL
3752,889,https://www.openml.org/data/download/53423/fri_c0_100_25.arff,100.0,fri_c0_100_25,binaryClass,NULL
3753,890,https://www.openml.org/data/download/53424/cloud.arff,108.0,cloud,binaryClass,NULL
3758,895,https://www.openml.org/data/download/53429/chscase_geyser1.arff,222.0,chscase_geyser1,binaryClass,NULL
3759,896,https://www.openml.org/data/download/53430/fri_c3_500_25.arff,500.0,fri_c3_500_25,binaryClass,NULL
3763,900,https://www.openml.org/data/download/53434/chscase_census6.arff,400.0,chscase_census6,binaryClass,NULL
3765,902,https://www.openml.org/data/download/53436/sleuth_case2002.arff,147.0,sleuth_case2002,binaryClass,NULL
3766,903,https://www.openml.org/data/download/53437/fri_c2_1000_25.arff,1000.0,fri_c2_1000_25,binaryClass,NULL
3767,904,https://www.openml.org/data/download/53438/fri_c0_1000_50.arff,1000.0,fri_c0_1000_50,binaryClass,NULL
3769,906,https://www.openml.org/data/download/53440/chscase_census5.arff,400.0,chscase_census5,binaryClass,NULL
3770,907,https://www.openml.org/data/download/53441/chscase_census4.arff,400.0,chscase_census4,binaryClass,NULL
3771,908,https://www.openml.org/data/download/53442/chscase_census3.arff,400.0,chscase_census3,binaryClass,NULL
3772,909,https://www.openml.org/data/download/53443/chscase_census2.arff,400.0,chscase_census2,binaryClass,NULL
3773,910,https://www.openml.org/data/download/53444/fri_c1_1000_10.arff,1000.0,fri_c1_1000_10,binaryClass,NULL
3774,911,https://www.openml.org/data/download/53445/fri_c2_250_5.arff,250.0,fri_c2_250_5,binaryClass,NULL
3775,912,https://www.openml.org/data/download/53446/fri_c2_1000_5.arff,1000.0,fri_c2_1000_5,binaryClass,NULL
3776,913,https://www.openml.org/data/download/53447/fri_c2_1000_10.arff,1000.0,fri_c2_1000_10,binaryClass,NULL
3778,915,https://www.openml.org/data/download/53449/plasma_retinol.arff,315.0,plasma_retinol,binaryClass,NULL
3779,916,https://www.openml.org/data/download/53450/fri_c3_100_5.arff,100.0,fri_c3_100_5,binaryClass,NULL
3780,917,https://www.openml.org/data/download/53451/fri_c1_1000_25.arff,1000.0,fri_c1_1000_25,binaryClass,NULL
3781,918,https://www.openml.org/data/download/53452/fri_c4_250_50.arff,250.0,fri_c4_250_50,binaryClass,NULL
3783,920,https://www.openml.org/data/download/53454/fri_c2_500_50.arff,500.0,fri_c2_500_50,binaryClass,NULL
3784,921,https://www.openml.org/data/download/53455/analcatdata_seropositive.arff,132.0,analcatdata_seropositive,binaryClass,NULL
3785,922,https://www.openml.org/data/download/53456/fri_c2_100_50.arff,100.0,fri_c2_100_50,binaryClass,NULL
3787,924,https://www.openml.org/data/download/53458/humandevel.arff,130.0,humandevel,binaryClass,""country""
3788,925,https://www.openml.org/data/download/53459/visualizing_galaxy.arff,323.0,visualizing_galaxy,binaryClass,NULL
3789,926,https://www.openml.org/data/download/53460/fri_c0_500_25.arff,500.0,fri_c0_500_25,binaryClass,NULL
3794,931,https://www.openml.org/data/download/53465/disclosure_z.arff,662.0,disclosure_z,binaryClass,NULL
3795,932,https://www.openml.org/data/download/53466/fri_c4_100_50.arff,100.0,fri_c4_100_50,binaryClass,NULL
3796,933,https://www.openml.org/data/download/53467/fri_c4_250_25.arff,250.0,fri_c4_250_25,binaryClass,NULL
3798,935,https://www.openml.org/data/download/53469/fri_c1_250_10.arff,250.0,fri_c1_250_10,binaryClass,NULL
3799,936,https://www.openml.org/data/download/53470/fri_c3_500_10.arff,500.0,fri_c3_500_10,binaryClass,NULL
3800,937,https://www.openml.org/data/download/53471/fri_c3_500_50.arff,500.0,fri_c3_500_50,binaryClass,NULL
3802,939,https://www.openml.org/data/download/53473/chscase_whale.arff,228.0,chscase_whale,binaryClass,NULL
3803,940,https://www.openml.org/data/download/53474/water-treatment.arff,527.0,water-treatment,binaryClass,""date","Q-E""
3804,941,https://www.openml.org/data/download/53475/lowbwt.arff,189.0,lowbwt,binaryClass,NULL
3806,943,https://www.openml.org/data/download/53477/fri_c0_500_10.arff,500.0,fri_c0_500_10,binaryClass,NULL
3807,944,https://www.openml.org/data/download/53478/echoMonths.arff,130.0,echoMonths,binaryClass,NULL
3810,947,https://www.openml.org/data/download/53481/arsenic-male-bladder.arff,559.0,arsenic-male-bladder,binaryClass,NULL
3812,949,https://www.openml.org/data/download/53483/arsenic-female-bladder.arff,559.0,arsenic-female-bladder,binaryClass,NULL
3813,950,https://www.openml.org/data/download/53484/arsenic-female-lung.arff,559.0,arsenic-female-lung,binaryClass,NULL
3814,951,https://www.openml.org/data/download/53485/arsenic-male-lung.arff,559.0,arsenic-male-lung,binaryClass,NULL
3815,952,https://www.openml.org/data/download/53486/prnn_fglass.arff,214.0,prnn_fglass,type,NULL
3817,954,https://www.openml.org/data/download/53488/spectrometer.arff,531.0,spectrometer,binaryClass,""LRS-name""
3818,955,https://www.openml.org/data/download/53489/tae.arff,151.0,tae,binaryClass,NULL
3819,956,https://www.openml.org/data/download/53490/molecular-biology_promoters.arff,106.0,molecular-biology_promoters,binaryClass,""instance""
3820,957,https://www.openml.org/data/download/53491/braziltourism.arff,412.0,braziltourism,binaryClass,NULL
3824,961,https://www.openml.org/data/download/53495/analcatdata_broadwaymult.arff,285.0,analcatdata_broadwaymult,binaryClass,NULL
3826,963,https://www.openml.org/data/download/53497/heart-h.arff,294.0,heart-h,binaryClass,NULL
3828,965,https://www.openml.org/data/download/53499/zoo.arff,101.0,zoo,binaryClass,""animal""
3830,967,https://www.openml.org/data/download/53501/cars.arff,406.0,cars,binaryClass,NULL
3831,968,https://www.openml.org/data/download/53502/analcatdata_birthday.arff,365.0,analcatdata_birthday,binaryClass,NULL
3832,969,https://www.openml.org/data/download/53503/iris.arff,150.0,iris,binaryClass,NULL
3833,970,https://www.openml.org/data/download/53504/analcatdata_authorship.arff,841.0,analcatdata_authorship,binaryClass,NULL
3836,973,https://www.openml.org/data/download/53507/wine.arff,178.0,wine,binaryClass,NULL
3837,974,https://www.openml.org/data/download/53508/hayes-roth.arff,132.0,hayes-roth,binaryClass,NULL
3838,975,https://www.openml.org/data/download/53509/autos.arff,205.0,autos,binaryClass,NULL
3845,982,https://www.openml.org/data/download/53516/heart-c.arff,303.0,heart-c,binaryClass,NULL
3847,984,https://www.openml.org/data/download/53518/analcatdata_draft.arff,366.0,analcatdata_draft,binaryClass,NULL
3849,986,https://www.openml.org/data/download/53520/analcatdata_marketing.arff,364.0,analcatdata_marketing,binaryClass,NULL
3850,987,https://www.openml.org/data/download/53521/collins.arff,500.0,collins,binaryClass,""Text""
3852,989,https://www.openml.org/data/download/53523/anneal.arff,898.0,anneal,binaryClass,NULL
3853,990,https://www.openml.org/data/download/53524/eucalyptus.arff,736.0,eucalyptus,binaryClass,NULL
3857,994,https://www.openml.org/data/download/53528/vehicle.arff,846.0,vehicle,binaryClass,NULL
3859,996,https://www.openml.org/data/download/53530/prnn_fglass.arff,214.0,prnn_fglass,binaryClass,NULL
3860,997,https://www.openml.org/data/download/53531/balance-scale.arff,625.0,balance-scale,binaryClass,NULL
3862,999,https://www.openml.org/data/download/53533/audiology.arff,226.0,audiology,binaryClass,NULL
3866,1003,https://www.openml.org/data/download/53537/primary-tumor.arff,339.0,primary-tumor,binaryClass,NULL
3867,1004,https://www.openml.org/data/download/53538/kdd_synthetic_control.arff,600.0,synthetic_control,binaryClass,""index""
3868,1005,https://www.openml.org/data/download/53539/glass.arff,214.0,glass,binaryClass,NULL
3869,1006,https://www.openml.org/data/download/53540/lymph.arff,148.0,lymph,binaryClass,NULL
3870,1007,https://www.openml.org/data/download/53541/bridges.arff,107.0,bridges,binaryClass,""IDENTIF""
3871,1008,https://www.openml.org/data/download/53542/analcatdata_reviewer.arff,379.0,analcatdata_reviewer,binaryClass,""Film""
3873,1010,https://www.openml.org/data/download/53544/dermatology.arff,366.0,dermatology,binaryClass,NULL
3874,1011,https://www.openml.org/data/download/53545/ecoli.arff,336.0,ecoli,binaryClass,NULL
3875,1012,https://www.openml.org/data/download/53546/flags.arff,194.0,flags,binaryClass,""name""
3876,1013,https://www.openml.org/data/download/53547/analcatdata_challenger.arff,138.0,analcatdata_challenger,Damaged,NULL
3877,1014,https://www.openml.org/data/download/53548/analcatdata_dmft.arff,797.0,analcatdata_dmft,binaryClass,NULL
3879,1016,https://www.openml.org/data/download/53550/vowel.arff,990.0,vowel,binaryClass,""Train or Test""
3880,1017,https://www.openml.org/data/download/53551/arrhythmia.arff,452.0,arrhythmia,binaryClass,NULL
3886,1023,https://www.openml.org/data/download/53557/soybean.arff,683.0,soybean,binaryClass,NULL
3887,1025,https://www.openml.org/data/download/53559/analcatdata_germangss.arff,400.0,analcatdata_germangss,binaryClass,NULL
3888,1026,https://www.openml.org/data/download/53560/grub-damage.arff,155.0,grub-damage,binaryClass,NULL
3898,1045,https://www.openml.org/data/download/53928/kc1-top5.arff,145.0,kc1-top5,DL,NULL
3901,1048,https://www.openml.org/data/download/53931/jEdit_4.2_4.3.arff,369.0,jEdit_4.2_4.3,Bug-count,NULL
3905,1054,https://www.openml.org/data/download/53937/mc2.arff,161.0,mc2,c,NULL
3909,1059,https://www.openml.org/data/download/53942/ar1.arff,121.0,ar1,defects,NULL
3911,1061,https://www.openml.org/data/download/53944/ar4.arff,107.0,ar4,defects,NULL
3913,1063,https://www.openml.org/data/download/53946/kc2.arff,522.0,kc2,problems,NULL
3914,1064,https://www.openml.org/data/download/53947/ar6.arff,101.0,ar6,defects,NULL
3915,1065,https://www.openml.org/data/download/53948/kc3.arff,458.0,kc3,c,NULL
3916,1066,https://www.openml.org/data/download/53949/kc1-binary.arff,145.0,kc1-binary,DL,NULL
3920,1071,https://www.openml.org/data/download/53954/mw1.arff,403.0,mw1,c,NULL
3921,1073,https://www.openml.org/data/download/53956/jEdit_4.0_4.2.arff,274.0,jEdit_4.0_4.2,Bug-count,NULL
3923,1075,https://www.openml.org/data/download/53958/datatrieve.arff,130.0,datatrieve,Faulty6_1,NULL
3924,1077,https://www.openml.org/data/download/1390170/phpZZfh5g,105.0,rsctc2010_1,Decision,NULL
3925,1078,https://www.openml.org/data/download/1390169/phpb0xMSU,105.0,rsctc2010_2,Decision,NULL
3927,1080,https://www.openml.org/data/download/1390172/phpyrl8ZE,113.0,rsctc2010_4,Decision,NULL
3930,1083,https://www.openml.org/data/download/1390174/phpyU8LiQ,214.0,mouseType,Decision,NULL
3931,1084,https://www.openml.org/data/download/1390176/php2SKoSW,220.0,BurkittLymphoma,Decision,NULL
3932,1085,https://www.openml.org/data/download/1390177/phpCLGrjq,159.0,anthracyclineTaxaneChemotherapy,Decision,NULL
3933,1086,https://www.openml.org/data/download/1390178/php9OuGNS,283.0,ovarianTumour,Decision,NULL
3934,1087,https://www.openml.org/data/download/1390179/phpiX2jqd,283.0,hepatitisC,Decision,NULL
3935,1088,https://www.openml.org/data/download/1390180/php0Blj0v,383.0,variousCancers_final,Decision,NULL
3937,1100,https://www.openml.org/data/download/53983/PopularKids.arff,478.0,PopularKids,Goals,NULL
3941,1106,https://www.openml.org/data/download/53989/GCM.arff,190.0,GCM,class,NULL
3949,1115,https://www.openml.org/data/download/53998/teachingAssistant.arff,151.0,teachingAssistant,class,NULL
3955,1121,https://www.openml.org/data/download/54004/badges2.arff,294.0,badges2,class,NULL
3956,1122,https://www.openml.org/data/download/54005/AP_Breast_Prostate.arff,413.0,AP_Breast_Prostate,Tissue,""ID_REF""
3957,1123,https://www.openml.org/data/download/54006/AP_Endometrium_Breast.arff,405.0,AP_Endometrium_Breast,Tissue,""ID_REF""
3958,1124,https://www.openml.org/data/download/54007/AP_Omentum_Uterus.arff,201.0,AP_Omentum_Uterus,Tissue,""ID_REF""
3959,1125,https://www.openml.org/data/download/54008/AP_Omentum_Prostate.arff,146.0,AP_Omentum_Prostate,Tissue,""ID_REF""
3960,1126,https://www.openml.org/data/download/54009/AP_Colon_Lung.arff,412.0,AP_Colon_Lung,Tissue,""ID_REF""
3961,1127,https://www.openml.org/data/download/54010/AP_Breast_Omentum.arff,421.0,AP_Breast_Omentum,Tissue,""ID_REF""
3963,1129,https://www.openml.org/data/download/54012/AP_Uterus_Kidney.arff,384.0,AP_Uterus_Kidney,Tissue,""ID_REF""
3965,1131,https://www.openml.org/data/download/54014/AP_Prostate_Uterus.arff,193.0,AP_Prostate_Uterus,Tissue,""ID_REF""
3966,1132,https://www.openml.org/data/download/54015/AP_Omentum_Lung.arff,203.0,AP_Omentum_Lung,Tissue,""ID_REF""
3967,1133,https://www.openml.org/data/download/54016/AP_Endometrium_Colon.arff,347.0,AP_Endometrium_Colon,Tissue,""ID_REF""
3969,1135,https://www.openml.org/data/download/54018/AP_Colon_Prostate.arff,355.0,AP_Colon_Prostate,Tissue,""ID_REF""
3970,1136,https://www.openml.org/data/download/54019/AP_Lung_Uterus.arff,250.0,AP_Lung_Uterus,Tissue,""ID_REF""
3971,1137,https://www.openml.org/data/download/54020/AP_Colon_Kidney.arff,546.0,AP_Colon_Kidney,Tissue,""ID_REF""
3974,1140,https://www.openml.org/data/download/54023/AP_Ovary_Lung.arff,324.0,AP_Ovary_Lung,Tissue,""ID_REF""
3975,1141,https://www.openml.org/data/download/54024/AP_Endometrium_Prostate.arff,130.0,AP_Endometrium_Prostate,Tissue,""ID_REF""
3977,1143,https://www.openml.org/data/download/54026/AP_Colon_Omentum.arff,363.0,AP_Colon_Omentum,Tissue,""ID_REF""
3978,1144,https://www.openml.org/data/download/54027/AP_Prostate_Kidney.arff,329.0,AP_Prostate_Kidney,Tissue,""ID_REF""
3979,1145,https://www.openml.org/data/download/54028/AP_Breast_Colon.arff,630.0,AP_Breast_Colon,Tissue,""ID_REF""
3981,1147,https://www.openml.org/data/download/54030/AP_Omentum_Kidney.arff,337.0,AP_Omentum_Kidney,Tissue,""ID_REF""
3982,1148,https://www.openml.org/data/download/54031/AP_Breast_Uterus.arff,468.0,AP_Breast_Uterus,Tissue,""ID_REF""
3983,1149,https://www.openml.org/data/download/54032/AP_Ovary_Kidney.arff,458.0,AP_Ovary_Kidney,Tissue,""ID_REF""
3984,1150,https://www.openml.org/data/download/54033/AP_Breast_Lung.arff,470.0,AP_Breast_Lung,Tissue,""ID_REF""
3985,1151,https://www.openml.org/data/download/54034/AP_Endometrium_Omentum.arff,138.0,AP_Endometrium_Omentum,Tissue,""ID_REF""
3986,1152,https://www.openml.org/data/download/54035/AP_Prostate_Ovary.arff,267.0,AP_Prostate_Ovary,Tissue,""ID_REF""
3987,1153,https://www.openml.org/data/download/54036/AP_Colon_Ovary.arff,484.0,AP_Colon_Ovary,Tissue,""ID_REF""
3988,1154,https://www.openml.org/data/download/54037/AP_Endometrium_Lung.arff,187.0,AP_Endometrium_Lung,Tissue,""ID_REF""
3989,1155,https://www.openml.org/data/download/54038/AP_Prostate_Lung.arff,195.0,AP_Prostate_Lung,Tissue,""ID_REF""
3990,1156,https://www.openml.org/data/download/54039/AP_Omentum_Ovary.arff,275.0,AP_Omentum_Ovary,Tissue,""ID_REF""
3991,1157,https://www.openml.org/data/download/54040/AP_Endometrium_Kidney.arff,321.0,AP_Endometrium_Kidney,Tissue,""ID_REF""
3992,1158,https://www.openml.org/data/download/54041/AP_Breast_Kidney.arff,604.0,AP_Breast_Kidney,Tissue,""ID_REF""
3993,1159,https://www.openml.org/data/download/54042/AP_Endometrium_Ovary.arff,259.0,AP_Endometrium_Ovary,Tissue,""ID_REF""
3994,1160,https://www.openml.org/data/download/54043/AP_Colon_Uterus.arff,410.0,AP_Colon_Uterus,Tissue,""ID_REF""
3996,1162,https://www.openml.org/data/download/54045/AP_Ovary_Uterus.arff,322.0,AP_Ovary_Uterus,Tissue,""ID_REF""
3997,1163,https://www.openml.org/data/download/54046/AP_Lung_Kidney.arff,386.0,AP_Lung_Kidney,Tissue,""ID_REF""
3998,1164,https://www.openml.org/data/download/54047/AP_Endometrium_Uterus.arff,185.0,AP_Endometrium_Uterus,Tissue,""ID_REF""
3999,1165,https://www.openml.org/data/download/54048/AP_Breast_Ovary.arff,542.0,AP_Breast_Ovary,Tissue,""ID_REF""
4001,1167,https://www.openml.org/data/download/54056/phppZkQRw,320.0,pc1_req,DEFECT,NULL
4189,311,https://www.openml.org/data/download/52215/phpgEDZOc,937.0,oil_spill,class,NULL
4191,313,https://www.openml.org/data/download/52217/phpHNcI2h,531.0,spectrometer,LRS-class,""LRS-name""
4194,327,https://www.openml.org/data/download/52231/phpjuWdq9,105.0,bridges,TYPE,NULL
4195,328,https://www.openml.org/data/download/52232/phplVyjYQ,105.0,bridges,TYPE,NULL
4196,329,https://www.openml.org/data/download/52233/phpRql5hp,160.0,hayes-roth,class,NULL
4197,333,https://www.openml.org/data/download/52236/phpAyyBys,556.0,monks-problems-1,class,NULL
4198,334,https://www.openml.org/data/download/52237/php4fATLZ,601.0,monks-problems-2,class,NULL
4199,335,https://www.openml.org/data/download/52238/phphZierv,554.0,monks-problems-3,class,NULL
4200,336,https://www.openml.org/data/download/52239/phpXxoe1Q,267.0,SPECT,OVERALL_DIAGNOSIS,NULL
4201,337,https://www.openml.org/data/download/52240/phpDQbeeh,349.0,SPECTF,OVERALL_DIAGNOSIS,NULL
4202,338,https://www.openml.org/data/download/52241/phpnYQXoc,155.0,grub-damage,GG_new,NULL
4217,377,https://www.openml.org/data/download/52417/synthetic_control.arff,600.0,synthetic_control,class,NULL
4223,383,https://www.openml.org/data/download/52495/tr45.wc.arff,690.0,tr45.wc,CLASS_LABEL,NULL
4224,384,https://www.openml.org/data/download/52496/tr21.wc.arff,336.0,tr21.wc,CLASS_LABEL,NULL
4225,385,https://www.openml.org/data/download/52497/tr31.wc.arff,927.0,tr31.wc,CLASS_LABEL,NULL
4226,386,https://www.openml.org/data/download/52498/oh15.wc.arff,913.0,oh15.wc,CLASS_LABEL,NULL
4227,387,https://www.openml.org/data/download/52499/tr11.wc.arff,414.0,tr11.wc,CLASS_LABEL,NULL
4228,388,https://www.openml.org/data/download/52500/tr23.wc.arff,204.0,tr23.wc,CLASS_LABEL,NULL
4234,394,https://www.openml.org/data/download/52506/oh5.wc.arff,918.0,oh5.wc,CLASS_LABEL,NULL
4237,397,https://www.openml.org/data/download/52509/tr12.wc.arff,313.0,tr12.wc,CLASS_LABEL,NULL
4240,400,https://www.openml.org/data/download/52512/tr41.wc.arff,878.0,tr41.wc,CLASS_LABEL,NULL
4243,444,https://www.openml.org/data/download/52556/analcatdata_boxing2.arff,132.0,analcatdata_boxing2,Winner,NULL
4244,446,https://www.openml.org/data/download/52558/prnn_crabs.arff,200.0,prnn_crabs,sp,NULL
4245,448,https://www.openml.org/data/download/52560/analcatdata_boxing1.arff,120.0,analcatdata_boxing1,Winner,NULL
4247,450,https://www.openml.org/data/download/52562/analcatdata_lawsuit.arff,264.0,analcatdata_lawsuit,Laid.off,NULL
4248,451,https://www.openml.org/data/download/52563/irish.arff,500.0,irish,Leaving_Certificate,NULL
4249,452,https://www.openml.org/data/download/52564/analcatdata_broadwaymult.arff,285.0,analcatdata_broadwaymult,Count,NULL
4252,455,https://www.openml.org/data/download/52567/cars.arff,406.0,cars,origin,""name""
4254,458,https://www.openml.org/data/download/52570/analcatdata_authorship.arff,841.0,analcatdata_authorship,Author,NULL
4256,460,https://www.openml.org/data/download/52572/analcatdata_reviewer.arff,379.0,analcatdata_reviewer,Roger_Ebert,""Film""
4257,461,https://www.openml.org/data/download/52573/analcatdata_creditscore.arff,100.0,analcatdata_creditscore,Application.accepted,NULL
4259,463,https://www.openml.org/data/download/52575/backache.arff,180.0,backache,col_33,NULL
4260,464,https://www.openml.org/data/download/52576/prnn_synth.arff,250.0,prnn_synth,yc,NULL
4262,466,https://www.openml.org/data/download/52578/schizo.arff,340.0,schizo,class,NULL
